user_id,movie_id,rank,pred_score,label
13,1240,3,0.477694,0
13,733,4,0.4042,0
13,1917,5,0.403629,0
13,590,6,0.344132,0
13,1200,7,0.342893,0
13,1610,8,0.341403,0
13,316,9,0.33704,0
13,2916,10,0.324409,0
14,2858,1,0.233229,0
14,3176,2,0.200928,0
14,318,3,-0.033321,0
14,2395,4,-0.0946,0
14,296,5,-0.110767,0
14,2959,6,-0.166216,0
14,1617,7,-0.177947,0
14,2987,8,-0.194732,0
14,260,9,-0.317972,0
14,527,10,-0.327835,0
15,1393,1,0.501519,0
15,380,2,0.386733,0
15,1573,3,0.363553,0
15,1608,4,0.349546,0
15,296,5,0.346646,0
15,1370,6,0.341022,0
15,593,7,0.238615,1
15,1580,8,0.221289,0
15,150,9,0.208912,0
15,2353,10,0.190566,0
16,2502,1,0.226531,0
16,3253,2,0.207523,0
16,2700,3,0.149784,0
16,1784,4,0.043766,0
16,2770,5,0.021008,0
16,1,6,0.000342,0
16,1517,7,-0.037241,0
16,1393,8,-0.070316,0
16,1923,9,-0.200924,0
16,3114,10,-0.21754,0
17,2985,1,0.754786,1
17,1580,2,0.509529,1
17,1374,3,0.431581,0
17,1387,4,0.340549,0
17,1356,5,0.303003,0
17,1653,6,0.270755,0
17,3175,7,0.236617,1
17,2000,8,0.218474,0
17,1036,9,0.175178,0
17,47,10,0.159256,0
18,296,1,0.25228,0
18,318,2,0.251853,0
18,593,3,0.161393,0
18,3114,4,0.090276,0
18,1270,5,0.014852,0
18,858,6,0.005205,0
18,356,7,-0.040772,0
18,608,8,-0.053389,0
18,2858,9,-0.054774,0
18,457,10,-0.055432,0
19,1221,1,0.311431,0
19,356,2,0.302867,0
19,1097,3,0.288811,0
19,260,4,0.263592,0
19,1270,5,0.212104,1
19,318,6,0.164858,1
19,1265,7,0.164711,0
19,480,8,0.161263,1
19,590,9,0.150687,0
19,50,10,0.135901,0
20,1580,1,0.744905,0
20,6,2,0.618467,0
20,349,3,0.542887,0
20,1370,4,0.505225,0
20,2353,5,0.496484,0
20,2762,6,0.496288,0
20,296,7,0.48952,0
20,480,8,0.482211,0
20,780,9,0.436225,0
20,318,10,0.436008,0
22,1923,1,0.445015,0
22,1580,2,0.369698,0
22,1784,3,0.313708,0
22,2406,4,0.257581,0
22,2700,5,0.244827,0
22,235,6,0.240842,0
22,356,7,0.233842,0
22,1,8,0.201484,0
22,1285,9,0.17533,0
22,2000,10,0.159133,0
23,1374,1,0.951427,0
23,2105,2,0.670058,0
23,1676,3,0.541151,0
23,3702,4,0.406272,0
23,1270,5,0.388065,0
23,733,6,0.33792,0
23,1584,7,0.264853,0
23,2571,8,0.201523,0
23,1610,9,0.20114,0
23,1200,10,0.139449,0
24,356,1,0.301187,0
24,457,2,0.113442,0
24,858,3,0.058436,1
24,1,4,0.050273,0
24,590,5,0.00765,0
24,50,6,0.006307,1
24,1784,7,-0.007679,0
24,2390,8,-0.026776,0
24,260,9,-0.128874,1
24,2571,10,-0.129753,0
25,1676,1,0.982129,0
25,2115,2,0.812787,0
25,1917,3,0.760866,0
25,329,4,0.666145,0
25,1127,5,0.610358,0
25,1,6,0.57052,0
25,316,7,0.555678,0
25,1370,8,0.522179,0
25,1527,9,0.520462,0
25,589,10,0.50474,0
26,1200,1,0.569617,0
26,589,2,0.556964,0
26,380,3,0.4874,0
26,260,4,0.37642,0
26,1370,5,0.27044,0
26,2006,6,0.212502,0
26,2571,7,0.202518,0
26,1196,8,0.18628,0
26,1270,9,0.08321,0
26,1674,10,0.062929,0
27,3362,1,0.402003,0
27,1234,2,0.327372,0
27,1084,3,0.316993,0
27,1260,4,0.307724,0
27,909,5,0.304482,0
27,2019,6,0.299647,0
27,608,7,0.298222,0
27,296,8,0.242267,0
27,1945,9,0.237315,0
27,1230,10,0.190159,0
28,593,1,0.489969,0
28,296,2,0.19084,0
28,527,3,0.14567,1
28,1617,4,0.131514,0
28,1358,5,0.093136,0
28,2324,6,0.044231,0
28,1270,7,0.030026,0
28,858,8,0.026057,0
28,2858,9,0.014408,1
28,2000,10,-0.004541,0
29,2985,1,0.921016,0
29,2000,2,0.73698,0
29,1580,3,0.569732,0
29,1610,4,0.553771,0
29,2028,5,0.547608,0
29,2947,6,0.54382,0
29,2115,7,0.542593,1
29,2948,8,0.522726,0
29,2571,9,0.516935,0
29,480,10,0.51377,0
30,1704,1,0.301059,0
30,296,2,0.289511,0
30,356,3,0.246003,0
30,3147,4,0.236867,0
30,457,5,0.188841,0
30,1213,6,0.147676,0
30,34,7,0.138711,0
30,1393,8,0.120355,0
30,110,9,0.107277,0
30,590,10,0.102575,0
31,1,1,0.312559,0
31,3114,2,0.296325,0
31,2406,3,0.254742,0
31,1394,4,0.245982,0
31,1080,5,0.241402,0
31,2797,6,0.216156,0
31,588,7,0.200179,0
31,1028,8,0.199044,0
31,3671,9,0.163166,1
31,260,10,0.162101,0
32,2396,1,0.280467,0
32,2291,2,0.250405,0
32,3361,3,0.248184,0
32,1674,4,0.128528,0
32,2028,5,0.124317,0
32,356,6,0.110493,0
32,1704,7,-0.039446,0
32,1265,8,-0.0681,0
32,527,9,-0.073647,0
32,1358,10,-0.082207,1
33,1036,1,0.436266,0
33,1580,2,0.384492,0
33,1610,3,0.321732,0
33,2000,4,0.296503,1
33,1617,5,0.258148,0
33,32,6,0.257515,0
33,1089,7,0.238806,0
33,2268,8,0.211937,0
33,356,9,0.211463,0
33,296,10,0.205819,0
34,3552,1,0.379547,0
34,2100,2,0.335629,0
34,3448,3,0.23616,0
34,3608,4,0.191702,0
34,1394,5,0.139169,0
34,2987,6,0.077073,0
34,2797,7,0.006626,0
34,3526,8,-0.009795,0
34,3210,9,-0.065034,0
34,1220,10,-0.128977,0
35,593,1,0.407098,0
35,296,2,0.318026,0
35,903,3,0.268736,0
35,1234,4,0.238687,0
35,1196,5,0.192615,0
35,913,6,0.18846,0
35,910,7,0.186746,1
35,318,8,0.172685,0
35,1097,9,0.151563,0
35,969,10,0.123449,1
36,50,1,0.646445,0
36,1370,2,0.589684,0
36,3256,3,0.484115,0
36,2985,4,0.483236,1
36,1732,5,0.455331,0
36,1089,6,0.425936,0
36,1387,7,0.417747,1
36,1036,8,0.407775,1
36,2628,9,0.403747,0
36,3527,10,0.396008,0
37,539,1,0.749848,0
37,588,2,0.543626,0
37,2406,3,0.452239,0
37,1393,4,0.29584,0
37,1784,5,0.259347,0
37,1265,6,0.251933,0
37,2248,7,0.15117,0
37,380,8,0.150506,0
37,1,9,0.117777,0
37,2355,10,0.105042,0
38,2424,1,0.622342,0
38,1682,2,0.51523,0
38,2100,3,0.464795,0
38,1784,4,0.462016,0
38,597,5,0.404848,0
38,2291,6,0.348261,0
38,380,7,0.342123,0
38,2302,8,0.247742,0
38,2268,9,0.240009,0
38,3108,10,0.217789,0
39,2395,1,0.592442,1
39,2542,2,0.486701,0
39,3253,3,0.406311,0
39,2396,4,0.406045,1
39,1923,5,0.404956,0
39,2324,6,0.399825,0
39,3052,7,0.378458,0
39,1580,8,0.373437,0
39,1784,9,0.362428,0
39,2762,10,0.361035,0
40,1374,1,0.733931,0
40,260,2,0.160206,0
40,527,3,0.139205,0
40,2858,4,0.124357,0
40,1097,5,0.111163,0
40,2028,6,0.107067,0
40,1210,7,0.105184,0
40,923,8,0.069314,0
40,1580,9,0.06096,0
40,858,10,0.033381,0
41,1198,1,-0.025567,0
41,1097,2,-0.047153,0
41,2571,3,-0.073388,0
41,1580,4,-0.103069,0
41,2916,5,-0.113157,0
41,588,6,-0.130531,0
41,595,7,-0.139815,0
41,364,8,-0.149441,0
41,480,9,-0.161542,0
41,589,10,-0.205045,0
42,648,1,1.177743,0
42,1580,2,0.874354,0
42,3256,3,0.796392,0
42,2947,4,0.795132,0
42,380,5,0.770896,0
42,1370,6,0.671375,0
42,2115,7,0.651519,0
42,733,8,0.613231,0
42,1573,9,0.42391,0
42,2000,10,0.364773,0
43,2395,1,0.472034,0
43,2502,2,0.256608,0
43,2248,3,0.105538,0
43,2762,4,0.051931,0
43,357,5,0.047062,0
43,1617,6,0.04687,0
43,2396,7,0.046472,0
43,1784,8,0.020033,0
43,1393,9,0.0068,0
43,1923,10,-0.014275,0
44,1376,1,1.061189,0
44,1200,2,0.578105,0
44,1580,3,0.549455,0
44,2115,4,0.423659,0
44,2916,5,0.420683,0
44,1291,6,0.419429,1
44,1214,7,0.418879,0
44,1527,8,0.408986,0
44,1387,9,0.301667,0
44,588,10,0.294164,0
45,1230,1,0.523441,0
45,356,2,0.394781,0
45,898,3,0.352402,0
45,2243,4,0.317677,0
45,357,5,0.309511,0
45,2080,6,0.279912,0
45,2406,7,0.274905,0
45,539,8,0.214595,0
45,1197,9,0.209747,0
45,2352,10,0.188246,0
46,1128,1,1.100906,0
46,2548,2,1.046836,0
46,1342,3,0.788765,0
46,1991,4,0.674222,0
46,3917,5,0.670586,0
46,1336,6,0.615572,0
46,1326,7,0.581306,0
46,2315,8,0.578345,0
46,1717,9,0.568116,1
46,2121,10,0.543602,0
47,1263,1,0.338433,0
47,608,2,0.234345,0
47,1213,3,0.228732,1
47,593,4,0.212174,0
47,111,5,0.196794,0
47,2028,6,0.163276,0
47,2858,7,0.159392,0
47,296,8,0.158512,0
47,1230,9,0.138905,0
47,1242,10,0.121295,0
48,2716,1,0.254534,0
48,1968,2,0.208577,1
48,1073,3,0.149063,0
48,2987,4,0.147183,0
48,3448,5,0.141128,0
48,2406,6,0.118383,0
48,2804,7,0.106626,0
48,2174,8,0.094323,0
48,1394,9,0.061728,0
48,2997,10,0.013278,0
49,3527,1,1.093308,0
49,780,2,1.040994,0
49,2115,3,0.91531,0
49,260,4,0.838082,0
49,2985,5,0.832231,0
49,2571,6,0.710792,0
49,1580,7,0.690894,0
49,733,8,0.685275,0
49,1127,9,0.679376,0
49,3256,10,0.591873,0
50,1219,1,-0.572934,0
50,1617,2,-0.622695,0
50,2396,3,-0.667376,0
50,1393,4,-0.688711,0
50,2291,5,-0.72241,0
50,1247,6,-0.771054,0
50,2321,7,-0.806541,0
50,356,8,-0.812101,0
50,260,9,-0.834562,0
50,1265,10,-0.907617,0
51,3114,1,0.674233,0
51,2858,2,0.336099,0
51,595,3,0.324319,0
51,2355,4,0.080198,0
51,364,5,0.053007,0
51,2700,6,0.045162,0
51,593,7,-0.081728,0
51,3751,8,-0.210038,0
51,480,9,-0.216001,0
51,1580,10,-0.224639,0
52,3256,1,0.781776,0
52,1552,2,0.772922,1
52,648,3,0.656898,0
52,377,4,0.628525,0
52,10,5,0.624721,0
52,1370,6,0.604631,0
52,1580,7,0.59432,0
52,2571,8,0.592244,0
52,1917,9,0.56444,0
52,1527,10,0.560089,0
53,1393,1,0.388223,0
53,1234,2,0.299558,0
53,1784,3,0.289166,0
53,527,4,0.283022,0
53,1276,5,0.2677,0
53,1304,6,0.253021,0
53,1252,7,0.20521,0
53,1259,8,0.190114,0
53,1358,9,0.156143,0
53,2291,10,0.124416,0
54,909,1,0.75119,0
54,1077,2,0.493591,0
54,2243,3,0.404372,0
54,3362,4,0.389798,0
54,3671,5,0.367336,0
54,1294,6,0.250217,0
54,1084,7,0.205913,0
54,1288,8,0.165003,0
54,2863,9,0.14388,0
54,1247,10,0.115963,0
55,1,1,0.565416,0
55,296,2,0.371112,0
55,2028,3,0.310679,0
55,2324,4,0.283206,0
55,588,5,0.244914,0
55,1617,6,0.131643,0
55,50,7,0.122279,0
55,364,8,0.10943,0
55,2396,9,0.100241,0
55,590,10,0.073075,0
56,589,1,0.540311,0
56,356,2,0.466978,0
56,2028,3,0.428374,0
56,1682,4,0.418037,0
56,1393,5,0.403592,0
56,593,6,0.367065,0
56,21,7,0.358474,0
56,1673,8,0.344524,0
56,1784,9,0.316595,0
56,2391,10,0.306566,0
57,1580,1,0.285917,0
57,2700,2,0.262083,0
57,2762,3,0.235451,0
57,2396,4,0.200798,0
57,1673,5,0.199667,0
57,1617,6,0.185423,0
57,1500,7,0.158816,0
57,2997,8,0.148341,0
57,3114,9,0.131427,0
57,2324,10,0.096018,0
58,1500,1,0.369053,0
58,1732,2,0.353548,0
58,1265,3,0.304972,0
58,1396,4,0.28191,1
58,2791,5,0.271444,0
58,3448,6,0.250863,0
58,1912,7,0.250812,0
58,2321,8,0.226314,0
58,2355,9,0.218739,0
58,2797,10,0.196526,0
59,909,1,0.06165,0
59,1307,2,0.060343,0
59,1028,3,0.004235,0
59,2858,4,-0.000823,0
59,1945,5,-0.002666,0
59,1244,6,-0.019054,0
59,260,7,-0.021711,0
59,858,8,-0.055518,0
59,296,9,-0.107363,0
59,593,10,-0.109636,0
60,2006,1,0.683105,0
60,1917,2,0.614185,0
60,1377,3,0.611739,0
60,1676,4,0.509665,0
60,367,5,0.322274,0
60,1580,6,0.322129,0
60,165,7,0.311994,0
60,780,8,0.299705,0
60,480,9,0.282459,0
60,329,10,0.278812,0
62,260,1,0.30308,0
62,2352,2,0.288823,0
62,1196,3,0.205788,0
62,1252,4,0.162461,0
62,2797,5,0.108575,0
62,1208,6,0.0367,0
62,1222,7,0.02687,0
62,1231,8,0.018355,0
62,1200,9,0.00124,0
62,1394,10,-0.050431,0
63,2997,1,0.471962,0
63,2959,2,0.442981,0
63,2336,3,0.423622,0
63,2542,4,0.407555,0
63,3114,5,0.389417,0
63,2324,6,0.281779,0
63,2916,7,0.206331,0
63,1732,8,0.203515,0
63,608,9,0.201131,0
63,593,10,0.190013,0
64,1196,1,0.788145,0
64,2571,2,0.47299,0
64,589,3,0.343753,0
64,2916,4,0.323263,0
64,2000,5,0.263296,0
64,2628,6,0.244971,0
64,1573,7,0.212668,0
64,2355,8,0.174161,0
64,480,9,0.16702,0
64,1580,10,0.139676,0
65,1370,1,0.475421,0
65,1527,2,0.2892,0
65,3578,3,0.250567,0
65,2006,4,0.23376,0
65,260,5,0.220853,1
65,318,6,0.16461,0
65,1722,7,0.164224,0
65,593,8,0.153231,0
65,2916,9,0.094139,0
65,296,10,0.092546,0
66,1198,1,0.336855,0
66,2762,2,0.270254,0
66,2396,3,0.255839,0
66,589,4,0.233772,0
66,2571,5,0.225319,0
66,1580,6,0.197758,0
66,527,7,0.158203,0
66,1617,8,0.13284,0
66,457,9,0.079051,0
66,593,10,0.045887,0
67,3152,1,0.852034,0
67,1104,2,0.598678,0
67,1950,3,0.570548,0
67,1103,4,0.323969,0
67,903,5,0.235533,0
67,3730,6,0.218136,0
67,858,7,0.166097,0
67,3037,8,0.159222,0
67,1244,9,0.15607,0
67,904,10,0.150564,0
68,2300,1,0.36083,1
68,2599,2,0.302971,0
68,2324,3,0.289728,1
68,1073,4,0.143619,0
68,1641,5,0.127455,0
68,1234,6,0.118288,0
68,1247,7,0.114636,0
68,2395,8,0.11216,0
68,3481,9,0.098742,0
68,1265,10,0.093235,0
69,36,1,0.42866,0
69,778,2,0.391216,0
69,1357,3,0.383876,1
69,800,4,0.359368,0
69,357,5,0.342656,0
69,2268,6,0.326524,0
69,994,7,0.32408,0
69,1784,8,0.316807,0
69,1271,9,0.258466,0
69,235,10,0.254928,0
70,2395,1,0.683354,0
70,3114,2,0.574427,1
70,2700,3,0.535873,1
70,2502,4,0.515388,0
70,3052,5,0.437171,0
70,3160,6,0.4058,0
70,2762,7,0.361035,1
70,2770,8,0.336046,0
70,2599,9,0.237436,0
70,1923,10,0.233255,0
71,1580,1,0.433704,0
71,1291,2,0.40897,0
71,3578,3,0.360939,0
71,380,4,0.285018,0
71,349,5,0.164756,0
71,2628,6,0.098368,0
71,2000,7,0.089401,0
71,296,8,0.089125,0
71,589,9,0.041476,0
71,2947,10,0.030612,0
72,539,1,0.775707,0
72,1393,2,0.601244,0
72,1784,3,0.447168,0
72,2291,4,0.38505,0
72,2599,5,0.324495,0
72,2268,6,0.3215,0
72,1923,7,0.27737,0
72,2302,8,0.271267,0
72,357,9,0.270623,0
72,1500,10,0.244951,0
73,1580,1,0.527097,0
73,1517,2,0.489284,0
73,2716,3,0.346123,0
73,2396,4,0.332982,0
73,1923,5,0.299846,0
73,588,6,0.273762,0
73,2353,7,0.247368,0
73,1608,8,0.245351,0
73,1200,9,0.235049,0
73,318,10,0.231829,0
74,3683,1,0.944874,0
74,1089,2,0.589637,0
74,3504,3,0.382902,0
74,1234,4,0.321721,0
74,1084,5,0.27759,0
74,2324,6,0.237884,0
74,50,7,0.157361,1
74,1221,8,0.126498,0
74,3435,9,0.12261,0
74,923,10,0.110305,0
75,3489,1,0.701762,0
75,455,2,0.564097,0
75,260,3,0.55076,0
75,362,4,0.282462,0
75,1580,5,0.105366,0
75,480,6,0.095396,1
75,2078,7,0.069819,0
75,595,8,0.057789,0
75,1270,9,0.055198,0
75,374,10,0.041897,0
76,778,1,0.585008,0
76,2268,2,0.386301,0
76,1747,3,0.353454,0
76,1784,4,0.334538,0
76,2391,5,0.309522,0
76,2291,6,0.305591,0
76,1393,7,0.294498,0
76,356,8,0.264118,0
76,1673,9,0.249365,0
76,1271,10,0.237782,0
77,2395,1,0.559647,0
77,2355,2,0.415389,0
77,2502,3,0.123521,0
77,2580,4,0.067622,0
77,3052,5,-0.033619,0
77,2908,6,-0.072141,0
77,3114,7,-0.125576,0
77,2700,8,-0.257419,1
77,1784,9,-0.288416,0
77,2289,10,-0.30249,0
78,2291,1,0.452109,0
78,2324,2,0.369535,0
78,1271,3,0.351661,0
78,1784,4,0.333234,0
78,1923,5,0.279663,0
78,223,6,0.256015,0
78,1704,7,0.209125,0
78,595,8,0.204992,0
78,1393,9,0.156595,0
78,2700,10,0.139853,0
79,2391,1,-0.168491,0
79,2858,2,-0.212773,0
79,1625,3,-0.385738,0
79,2289,4,-0.414887,0
79,2692,5,-0.478438,0
79,1500,6,-0.490715,0
79,3114,7,-0.514841,0
79,3005,8,-0.52927,0
79,2762,9,-0.552932,0
79,1252,10,-0.567905,0
80,2858,1,0.480401,0
80,1,2,0.470616,0
80,2321,3,0.437348,0
80,2355,4,0.301622,0
80,1393,5,0.298524,0
80,296,6,0.278001,0
80,1704,7,0.250742,0
80,380,8,0.244598,0
80,2396,9,0.192184,0
80,1213,10,0.182286,0
81,1234,1,0.800613,0
81,858,2,0.636166,0
81,1208,3,0.322382,0
81,1244,4,0.304578,0
81,1945,5,0.275499,0
81,1084,6,0.275126,0
81,1235,7,0.250941,0
81,1248,8,0.236277,0
81,1272,9,0.219015,0
81,1952,10,0.218861,0
82,1343,1,0.522303,0
82,1682,2,0.418393,0
82,1673,3,0.301542,0
82,1213,4,0.296505,0
82,2291,5,0.277776,0
82,508,6,0.258391,0
82,356,7,0.244438,1
82,2353,8,0.218795,1
82,3418,9,0.105115,0
82,474,10,0.103859,1
83,2406,1,0.541114,0
83,2858,2,0.44697,0
83,2997,3,0.161266,0
83,356,4,0.110103,0
83,1617,5,0.109595,0
83,2797,6,0.094567,0
83,2918,7,0.092905,0
83,2395,8,0.072484,0
83,1784,9,0.063785,0
83,260,10,0.049525,0
84,1210,1,0.869621,0
84,1196,2,0.832851,0
84,1127,3,0.802358,0
84,589,4,0.706658,0
84,1580,5,0.629149,0
84,1198,6,0.527415,1
84,2916,7,0.512136,0
84,2115,8,0.427448,0
84,1097,9,0.416259,0
84,380,10,0.365365,0
85,3753,1,-0.219461,0
85,3623,2,-0.29033,0
85,3893,3,-0.313163,0
85,3176,4,-0.585475,0
85,3160,5,-0.62401,0
85,3793,6,-0.661691,0
85,3578,7,-0.676061,0
85,608,8,-0.732818,0
85,260,9,-0.85607,0
85,1923,10,-0.921181,0
86,380,1,0.541287,0
86,1552,2,0.466382,0
86,589,3,0.434183,0
86,2571,4,0.278732,0
86,1527,5,0.224129,0
86,1573,6,0.187004,0
86,1610,7,0.18651,0
86,588,8,0.173828,0
86,368,9,0.136139,0
86,590,10,0.136118,0
87,1210,1,1.536233,0
87,1580,2,0.627586,0
87,2628,3,0.571159,0
87,2115,4,0.518858,0
87,1036,5,0.48321,0
87,2949,6,0.476198,0
87,541,7,0.453382,0
87,2916,8,0.450068,0
87,480,9,0.39614,1
87,780,10,0.378053,0
88,593,1,0.492534,0
88,969,2,0.398529,0
88,1293,3,0.386863,1
88,1213,4,0.352893,0
88,50,5,0.315404,0
88,904,6,0.308035,0
88,296,7,0.304062,0
88,1247,8,0.276513,0
88,1228,9,0.272214,0
88,1617,10,0.218659,0
89,1704,1,0.244246,0
89,380,2,-0.061525,0
89,2268,3,-0.086738,0
89,296,4,-0.092979,0
89,110,5,-0.202683,0
89,527,6,-0.206492,1
89,318,7,-0.30502,0
89,3256,8,-0.307319,0
89,356,9,-0.317218,0
89,457,10,-0.322022,0
90,6,1,0.359641,0
90,2571,2,0.32042,0
90,593,3,0.286507,0
90,2353,4,0.253887,0
90,260,5,0.193245,0
90,1732,6,0.149434,0
90,1213,7,0.102552,0
90,1270,8,0.094271,0
90,1682,9,0.014002,0
90,589,10,0.004059,0
91,2243,1,0.647913,0
91,1968,2,0.605153,0
91,1307,3,0.575356,0
91,3039,4,0.510824,0
91,2791,5,0.479367,1
91,1663,6,0.365419,0
91,3361,7,0.351388,0
91,1220,8,0.314097,0
91,2804,9,0.275715,0
91,1270,10,0.270387,0
92,1081,1,0.227395,0
92,1073,2,0.131802,1
92,260,3,0.025142,0
92,2858,4,-0.023527,0
92,1196,5,-0.042458,0
92,296,6,-0.068893,0
92,858,7,-0.096081,0
92,34,8,-0.105136,0
92,3396,9,-0.154988,0
92,1784,10,-0.192745,0
93,733,1,0.956179,0
93,3527,2,0.946207,0
93,1580,3,0.874501,0
93,2947,4,0.727433,0
93,2985,5,0.67267,0
93,2115,6,0.599738,0
93,2000,7,0.583234,0
93,1275,8,0.575709,0
93,1374,9,0.539611,0
93,1270,10,0.523802,0
94,1321,1,0.246335,0
94,2968,2,0.131001,0
94,1129,3,0.112603,0
94,1261,4,0.037214,1
94,2118,5,0.027543,1
94,1258,6,-0.023465,0
94,2985,7,-0.116929,0
94,1200,8,-0.137807,0
94,3527,9,-0.241076,0
94,2076,10,-0.245198,0
95,608,1,0.390326,0
95,1608,2,0.27979,0
95,2006,3,0.275112,0
95,2355,4,0.269331,0
95,296,5,0.26806,0
95,1573,6,0.261774,0
95,1393,7,0.261068,0
95,1370,8,0.233636,0
95,2858,9,0.187926,0
95,2321,10,0.185808,0
96,2858,1,0.469806,0
96,1196,2,0.441666,0
96,1307,3,0.408952,0
96,1580,4,0.367408,0
96,1968,5,0.365426,0
96,1291,6,0.34185,0
96,1784,7,0.323959,0
96,3114,8,0.314296,0
96,1704,9,0.290009,0
96,2797,10,0.253045,0
97,3334,1,0.4432,1
97,951,2,0.326591,0
97,903,3,0.215921,0
97,1248,4,0.185825,1
97,904,5,0.070831,1
97,2186,6,0.063682,1
97,898,7,-0.063876,1
97,1945,8,-0.067617,1
97,1196,9,-0.146144,0
97,1219,10,-0.18392,0
98,527,1,-0.107783,1
98,1240,2,-0.254679,0
98,110,3,-0.277964,0
98,457,4,-0.30923,0
98,1200,5,-0.321038,0
98,1304,6,-0.325018,0
98,296,7,-0.337423,1
98,589,8,-0.346135,0
98,1197,9,-0.349462,0
98,541,10,-0.36787,0
99,1196,1,0.644375,0
99,1210,2,0.456421,0
99,1291,3,0.365846,0
99,457,4,0.259226,0
99,1097,5,0.210146,0
99,1270,6,0.190119,0
99,1197,7,0.15306,0
99,593,8,0.146027,0
99,1393,9,0.141957,1
99,1580,10,0.124604,0
100,1580,1,0.641886,0
100,1356,2,0.5882,0
100,608,3,0.483176,0
100,356,4,0.439244,0
100,480,5,0.423769,0
100,1127,6,0.361109,0
100,593,7,0.334181,0
100,1036,8,0.273164,0
100,1221,9,0.259784,0
100,2571,10,0.259487,0
101,1375,1,1.939236,0
101,1676,2,1.125307,0
101,2393,3,1.059814,0
101,1917,4,0.837967,0
101,1527,5,0.681887,0
101,2641,6,0.681817,0
101,1544,7,0.62913,1
101,1370,8,0.525224,0
101,1573,9,0.495431,0
101,2058,10,0.422023,0
102,913,1,0.358838,0
102,1267,2,0.224508,0
102,2762,3,0.193568,0
102,2858,4,0.175037,0
102,904,5,0.132431,0
102,1247,6,0.114918,0
102,1252,7,0.025084,0
102,1617,8,0.02335,0
102,260,9,0.004149,0
102,908,10,-0.039773,0
103,1573,1,0.62664,0
103,1544,2,0.55736,0
103,1917,3,0.520294,1
103,1377,4,0.481627,0
103,2353,5,0.431276,0
103,3256,6,0.43066,0
103,10,7,0.419787,0
103,296,8,0.340639,0
